Jahr,Daten,Fitted,Vorhersage,Low80,High80,Low95,High95,Modell,Bezirk
1993,54,56.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
1994,59,59.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
1995,58,64.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
1996,54,63.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
1997,54,59.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
1998,44,59.46875000000001,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
1999,34,49.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2000,50,39.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2001,32,55.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2002,31,37.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2003,29,36.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2004,43,34.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2005,58,48.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2006,58,63.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2007,54,63.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2008,61,59.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2009,54,66.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2010,54,59.468750000000014,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2011,54,59.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2012,60,59.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2013,118,65.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2014,100,123.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2015,121,105.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2016,121,126.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2017,152,126.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2018,184,157.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2019,186,189.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",22. Donaustadt 
2020,NA,NA,191.46875,169.43937198407795,213.49812801592205,157.77772368949996,225.15977631050004,"ARIMA (0,1,0)",22. Donaustadt 
2021,NA,NA,196.9375,165.7832548392393,228.0917451607607,149.29119366142206,244.58380633857794,"ARIMA (0,1,0)",22. Donaustadt 
2022,NA,NA,202.40625,164.25024801728213,240.56225198271787,144.0516806710741,260.7608193289259,"ARIMA (0,1,0)",22. Donaustadt 
2023,NA,NA,207.875,163.8162439681559,251.9337560318441,140.49294737899993,275.25705262100007,"ARIMA (0,1,0)",22. Donaustadt 
2024,NA,NA,213.34375,164.08456325435884,262.60293674564116,138.008324937988,288.679175062012,"ARIMA (0,1,0)",22. Donaustadt 
2025,NA,NA,218.8125,164.85176451010568,272.7732354898943,136.28667662859198,301.338323371408,"ARIMA (0,1,0)",22. Donaustadt 
2026,NA,NA,224.28125,165.99699423243675,282.56550576756325,135.1431729678829,313.4193270321171,"ARIMA (0,1,0)",22. Donaustadt 
2027,NA,NA,229.75,167.44150967847864,292.0584903215214,134.4573873228441,325.0426126771559,"ARIMA (0,1,0)",22. Donaustadt 
2028,NA,NA,235.21875,169.13061595223382,301.3068840477662,134.1456710684999,336.2918289315001,"ARIMA (0,1,0)",22. Donaustadt 
2029,NA,NA,240.6875,171.02449003284525,310.3505099671547,134.14712015016062,347.2278798498394,"ARIMA (0,1,0)",22. Donaustadt 
1987,11,11.370707858087282,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1988,21,11.012678638009353,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1989,30,20.65842204455796,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1990,49,29.680507216803292,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1991,82,48.33925097572446,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1992,51,80.84876340575988,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1993,54,52.02086227198164,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1994,59,53.93231119795068,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1995,58,58.82667917481775,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1996,54,58.02827338503549,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1997,54,54.1377716143248,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1998,44,54.00471194874314,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
1999,34,44.34217273364648,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2000,50,34.35371428325435,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2001,32,49.464878910803094,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2002,31,32.59731908228152,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2003,29,31.054630162236567,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2004,43,29.070270730716373,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2005,58,42.523587129000255,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2006,58,57.4706887588326,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2007,54,57.98189694263383,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2008,61,54.13618548629286,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2009,54,60.76524959564752,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2010,54,54.231379370021166,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2011,54,54.007913442381465,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2012,60,54.00027064889285,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2013,118,59.79480230877959,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2014,100,116.0093148399999,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2015,121,100.54753710558334,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2016,121,120.3005020859931,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2017,152,120.97607636135433,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2018,184,150.93894588727179,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2019,186,182.86927366615413,NA,NA,NA,NA,NA,ETS,22. Donaustadt 
2020,NA,NA,185.89292553414438,162.75912135747512,209.02672971081364,150.5128251693136,221.27302589897516,ETS,22. Donaustadt 
2021,NA,NA,185.89292553414438,153.73138440336362,218.05446666492514,136.70609294902968,235.07975811925908,ETS,22. Donaustadt 
2022,NA,NA,185.89292553414438,146.73227487395582,225.05357619433295,126.00187864325508,245.78397242503368,ETS,22. Donaustadt 
2023,NA,NA,185.89292553414438,140.80691448468747,230.9789365836013,116.93982193744395,254.8460291308448,ETS,22. Donaustadt 
2024,NA,NA,185.89292553414438,135.5745370009831,236.21131406730566,108.9375911280884,262.84825994020036,ETS,22. Donaustadt 
2025,NA,NA,185.89292553414438,130.83720778569796,240.9486432825908,101.69247131043782,270.0933797578509,ETS,22. Donaustadt 
2026,NA,NA,185.89292553414438,126.47639678145617,245.3094542868326,95.02318640494305,276.76266466334573,ETS,22. Donaustadt 
2027,NA,NA,185.89292553414438,122.41445893923168,249.37139212905709,88.81098855645679,282.974862511832,ETS,22. Donaustadt 
2028,NA,NA,185.89292553414438,118.59725291350799,253.18859815478078,82.97307572240832,288.8127753458804,ETS,22. Donaustadt 
2029,NA,NA,185.89292553414438,114.9852433996514,256.8006076686374,77.4489838720999,294.33686719618885,ETS,22. Donaustadt 
1987,11,10.994468752765624,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1988,21,16.468749999980485,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1989,30,26.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1990,49,35.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1991,82,54.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1992,51,87.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1993,54,56.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1994,59,59.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1995,58,64.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1996,54,63.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1997,54,59.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1998,44,59.46875000000001,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1999,34,49.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2000,50,39.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2001,32,55.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2002,31,37.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2003,29,36.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2004,43,34.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2005,58,48.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2006,58,63.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2007,54,63.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2008,61,59.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2009,54,66.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2010,54,59.468750000000014,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2011,54,59.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2012,60,59.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2013,118,65.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2014,100,123.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2015,121,105.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2016,121,126.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2017,152,126.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2018,184,157.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2019,186,189.46875,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2020,NA,NA,191.46875,169.43937198407795,213.49812801592205,157.77772368949996,225.15977631050004,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2021,NA,NA,196.9375,165.7832548392393,228.0917451607607,149.29119366142206,244.58380633857794,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2022,NA,NA,202.40625,164.25024801728213,240.56225198271787,144.0516806710741,260.7608193289259,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2023,NA,NA,207.875,163.8162439681559,251.9337560318441,140.49294737899993,275.25705262100007,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2024,NA,NA,213.34375,164.08456325435884,262.60293674564116,138.008324937988,288.679175062012,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2025,NA,NA,218.8125,164.85176451010568,272.7732354898943,136.28667662859198,301.338323371408,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2026,NA,NA,224.28125,165.99699423243675,282.56550576756325,135.1431729678829,313.4193270321171,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2027,NA,NA,229.75,167.44150967847864,292.0584903215214,134.4573873228441,325.0426126771559,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2028,NA,NA,235.21875,169.13061595223382,301.3068840477662,134.1456710684999,336.2918289315001,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
2029,NA,NA,240.6875,171.02449003284525,310.3505099671547,134.14712015016062,347.2278798498394,"ARIMA (0,1,0) mit Drift",22. Donaustadt 
1987,11,10.995080651343638,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1988,21,20.992397394329707,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1989,30,30.7417291546451,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1990,49,40.87482754605659,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1991,82,63.636358481601484,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1992,51,96.71374546831419,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1993,54,58.36595761003068,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1994,59,60.69104030133665,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1995,58,65.26196752028235,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1996,54,63.17455886865098,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1997,54,58.04188582374527,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1998,44,57.404372654892505,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1999,34,45.82225916069475,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2000,50,34.70835109874321,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2001,32,52.15095760512632,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2002,31,32.085057969170734,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2003,29,30.96632188602268,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2004,43,28.823296189367966,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2005,58,44.27168406154055,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2006,58,60.61817092984918,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2007,54,60.34860140497349,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2008,61,55.737535400811545,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2009,54,63.23704016495255,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2010,54,55.3395091218789,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2011,54,55.208783975079825,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2012,60,55.09560248108252,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2013,118,61.602324261692104,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2014,100,125.02293941630866,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2015,121,104.62146569143292,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2016,121,127.19426123304918,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2017,152,126.60583897238371,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2018,184,160.04967764102068,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2019,186,194.34712236109132,NA,NA,NA,NA,NA,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2020,NA,NA,195.54620408040358,172.60388352115686,218.4885246396503,160.45895263704253,230.63345552376464,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2021,NA,NA,205.09240816080717,171.0535507133389,239.13126560827544,153.03446803135165,257.1503482902627,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2022,NA,NA,214.63861224121075,170.97469253017897,258.30253195224253,147.8604096636942,281.4168148187273,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2023,NA,NA,224.18481632161433,171.46206098082956,276.9075716623991,143.5523202037212,304.8173124395075,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2024,NA,NA,233.73102040201792,172.18629188379742,295.2757489202384,139.60648060424006,327.8555601997958,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2025,NA,NA,243.2772244824215,172.98932672628575,313.56512223855725,135.7811612299707,350.77328773487227,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2026,NA,NA,252.8234285628251,173.7838785135948,331.8629786120554,131.9428681423704,373.70398898327977,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2027,NA,NA,262.36963264322867,174.51750708625218,350.22175820020516,128.0114010384059,396.72786424805145,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2028,NA,NA,271.91583672363225,175.1569523608366,368.6747210864279,123.93589301004067,419.89578043722383,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
2029,NA,NA,281.46204080403584,175.68035836222074,387.2437232458509,119.68291822779716,443.24116338027454,"ARIMA (0, 1, 2) mit Drift",22. Donaustadt 
1987,45,44.95500002534936,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1988,60,45.868137299062674,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1989,57,54.97099070545494,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1990,40,58.00580185898604,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1991,69,45.69954386758753,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1992,56,59.277248696468334,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1993,51,60.35847472227282,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1994,31,52.67633643164339,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1995,50,37.70534572657356,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1996,28,43.62992155975512,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1997,39,35.375880299230914,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1998,29,35.31205985038454,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
1999,28,32.352672863286784,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2000,35,28.33526728632868,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2001,36,32.653128995699255,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2002,26,35.66473271367133,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2003,33,29.35267286328678,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2004,32,30.653128995699255,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2005,46,32.33526728632867,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2006,52,41.3062579913985,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2007,48,49.98839628202793,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2008,46,49.34106914531471,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2009,38,46.67053457265736,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2010,47,40.682138290629425,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2011,49,43.982594423041895,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2012,50,48.32946542734264,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2013,73,49.66473271367133,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2014,68,65.2888524144404,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2015,71,69.67633643164339,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2016,64,69.99419814101397,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2017,80,66.34687100430075,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2018,115,74.63572341874115,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2019,106,103.26564497849627,NA,NA,NA,NA,NA,"ARIMA (0,1,0)",23. Liesing 
2020,NA,NA,109.01740557695811,92.5111664362416,125.52364471767463,83.7732912503826,134.26151990353364,"ARIMA (0,1,0)",23. Liesing 
2021,NA,NA,108.00576819741835,88.18542717233836,127.82610922249833,77.69317242297504,138.31836397186166,"ARIMA (0,1,0)",23. Liesing 
2022,NA,NA,108.3449371164053,84.73575629722043,131.95411793559018,72.23781091549256,144.45206331731805,"ARIMA (0,1,0)",23. Liesing 
2023,NA,NA,108.23122487332952,81.65361838534459,134.80883136131445,67.58428337504328,148.87816637161575,"ARIMA (0,1,0)",23. Liesing 
2024,NA,NA,108.2693488684879,78.93542006496511,137.60327767201068,63.40697615893979,153.131721578036,"ARIMA (0,1,0)",23. Liesing 
2025,NA,NA,108.25656714008714,76.43112951102349,140.08200476915079,59.583760503014126,156.92937377716015,"ARIMA (0,1,0)",23. Liesing 
2026,NA,NA,108.26085243548265,74.1167917965449,142.4049130744204,56.04201790904576,160.47968696191953,"ARIMA (0,1,0)",23. Liesing 
2027,NA,NA,108.25941571612428,71.94714599524163,144.57168543700692,52.724591551955754,163.79423988029282,"ARIMA (0,1,0)",23. Liesing 
2028,NA,NA,108.25989740112477,69.90093325775885,146.6188615444907,49.59492423376609,166.92487056848347,"ARIMA (0,1,0)",23. Liesing 
2029,NA,NA,108.2597359079018,67.95815422275842,148.56131759304517,46.623785590668106,169.89568622513548,"ARIMA (0,1,0)",23. Liesing 
1987,45,49.33260415188341,NA,NA,NA,NA,NA,ETS,23. Liesing 
1988,60,46.931024234031355,NA,NA,NA,NA,NA,ETS,23. Liesing 
1989,57,54.175210096892094,NA,NA,NA,NA,NA,ETS,23. Liesing 
1990,40,55.74100250848506,NA,NA,NA,NA,NA,ETS,23. Liesing 
1991,69,47.01570146873896,NA,NA,NA,NA,NA,ETS,23. Liesing 
1992,56,59.20168661990717,NA,NA,NA,NA,NA,ETS,23. Liesing 
1993,51,57.42697884138044,NA,NA,NA,NA,NA,ETS,23. Liesing 
1994,31,53.864478604378704,NA,NA,NA,NA,NA,ETS,23. Liesing 
1995,50,41.190606096417454,NA,NA,NA,NA,NA,ETS,23. Liesing 
1996,28,46.07368859037096,NA,NA,NA,NA,NA,ETS,23. Liesing 
1997,39,36.055370267595464,NA,NA,NA,NA,NA,ETS,23. Liesing 
1998,29,37.68759037886011,NA,NA,NA,NA,NA,ETS,23. Liesing 
1999,28,32.87202406885565,NA,NA,NA,NA,NA,ETS,23. Liesing 
2000,35,30.171441520143162,NA,NA,NA,NA,NA,ETS,23. Liesing 
2001,36,32.84793091794737,NA,NA,NA,NA,NA,ETS,23. Liesing 
2002,26,34.59513549555672,NA,NA,NA,NA,NA,ETS,23. Liesing 
2003,33,29.830817299449823,NA,NA,NA,NA,NA,ETS,23. Liesing 
2004,32,31.587508024665716,NA,NA,NA,NA,NA,ETS,23. Liesing 
2005,46,31.816153986657724,NA,NA,NA,NA,NA,ETS,23. Liesing 
2006,52,39.678316914406636,NA,NA,NA,NA,NA,ETS,23. Liesing 
2007,48,46.50827543707361,NA,NA,NA,NA,NA,ETS,23. Liesing 
2008,46,47.33514436571398,NA,NA,NA,NA,NA,ETS,23. Liesing 
2009,38,46.595068470541754,NA,NA,NA,NA,NA,ETS,23. Liesing 
2010,47,41.83078742667039,NA,NA,NA,NA,NA,ETS,23. Liesing 
2011,49,44.69610275944091,NA,NA,NA,NA,NA,ETS,23. Liesing 
2012,50,47.08177032081561,NA,NA,NA,NA,NA,ETS,23. Liesing 
2013,73,48.699356776333936,NA,NA,NA,NA,NA,ETS,23. Liesing 
2014,68,62.169301112576754,NA,NA,NA,NA,NA,ETS,23. Liesing 
2015,71,65.40128097138543,NA,NA,NA,NA,NA,ETS,23. Liesing 
2016,64,68.50467346085898,NA,NA,NA,NA,NA,ETS,23. Liesing 
2017,80,66.00771483255289,NA,NA,NA,NA,NA,ETS,23. Liesing 
2018,115,73.76369481249002,NA,NA,NA,NA,NA,ETS,23. Liesing 
2019,106,96.62114473246311,NA,NA,NA,NA,NA,ETS,23. Liesing 
2020,NA,NA,101.81988195224032,68.94947231345954,134.6902915910211,51.54892853827373,152.09083536620693,ETS,23. Liesing 
2021,NA,NA,101.81988195224032,63.95822073796819,139.68154316651245,43.915467982525705,159.72429592195493,ETS,23. Liesing 
2022,NA,NA,101.81988195224032,59.470971463370496,144.16879244111016,37.052812429428585,166.58695147505205,ETS,23. Liesing 
2023,NA,NA,101.81988195224032,55.34007426808848,148.29968963639217,30.735150351469457,172.9046135530112,ETS,23. Liesing 
2024,NA,NA,101.81988195224032,51.47637076931788,152.16339313516278,24.826125768979324,178.81363813550132,ETS,23. Liesing 
2025,NA,NA,101.81988195224032,47.821182941745946,155.8185809627347,19.235998386375087,184.40376551810556,ETS,23. Liesing 
2026,NA,NA,101.81988195224032,44.33348478404285,159.3062791204378,13.90202434909952,189.73773955538113,ETS,23. Liesing 
2027,NA,NA,101.81988195224032,40.98327133224335,162.6564925722373,8.778315024724208,194.86144887975644,ETS,23. Liesing 
2028,NA,NA,101.81988195224032,37.747818629787375,165.89194527469328,3.8301171207235996,199.80964678375705,ETS,23. Liesing 
2029,NA,NA,101.81988195224032,34.60942988044329,169.03033402403736,-0.9696342771736681,204.6093981816543,ETS,23. Liesing 
1987,45,44.95500002534936,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1988,60,45.868137299062674,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1989,57,54.97099070545494,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1990,40,58.00580185898604,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1991,69,45.69954386758753,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
1992,56,59.277248696468334,NA,NA,NA,NA,NA,"ARIMA (0,1,0) mit Drift",23. Liesing 
